cidades;cep
Guararapes;16700-000 a 16749-999
Guararema;08900-000 a 08939-999
Guaratingueta;12500-001 a 12524-999
Guaracai;16980-000 a 16999-999
Guarei;18250-000 a 18254-999
Guariba;14840-000 a 14849-999
Guaruja;11400-001 a 11499-999
Guarulhos;07000-001 a 07399-999
Guara;14580-000 a 14599-999
Guatapara;14115-000 a 14119-999
Guaira;14790-000 a 14794-999
Guzolandia;15355-000 a 15359-999
Galia;17450-001 a 17459-999
Herculandia;17650-000 a 17669-999
Holambra;13825-000 a 13829-999
Hortolandia;13183-001 a 13189-999
Iacanga;17180-001 a 17189-999
Iacri;17680-000 a 17689-999
Iaras;18775-001 a 18779-999
Ibate;14815-000 a 14819-999
Ibirarema;19940-000 a 19959-999
Ibira;15860-000 a 15869-999
Ibitinga;14940-001 a 14954-999
Ibitinga;14940-001 a 14949-999
Ibiuna;18150-000 a 18159-999
Icem;15460-000 a 15469-999
Iepe;19640-000 a 19644-999
Igarapava;14540-000 a 14549-999
Igarata;12350-000 a 12379-999
Igaracu do Tiete;17350-000 a 17359-999
Iguape;11920-000 a 11924-999
Ilha Comprida;11925-000 a 11929-999
Ilha Solteira;15385-000 a 15389-999
Ilhabela;11630-000 a 11659-999
Indaiatuba;13330-001 a 13349-999
Indiana;19560-000 a 19569-999
Indiapora;15690-000 a 15699-999
Inubia Paulista;17760-000 a 17779-999
Ipaussu;18950-001 a 18959-999
Ipero;18560-000 a 18569-999
Ipeuna;13537-000 a 13539-999
Ipigua;15108-000 a 15109-999
Iporanga;18330-000 a 18359-999
Ipua;14610-000 a 14619-999
Iracemapolis;13495-001 a 13499-999
Irapuru;17880-000 a 17889-999
Irapua;14990-000 a 14999-999
Itabera;18440-000 a 18459-999
Itajobi;15840-000 a 15844-999
Itaju;17260-001 a 17269-999
Itanhaem;11740-000 a 11749-999
Itapecerica da Serra;06850-001 a 06889-999
Itapetininga;18200-001 a 18219-999
Itapetininga;18200-001 a 18215-999
Itapeva;18400-001 a 18424-999
Itapeva;18400-001 a 18419-999
Itapevi;06650-001 a 06699-999
Itapira;13970-001 a 13989-999
Itapira;13970-001 a 13985-999
Itapirapua Paulista;18385-000 a 18399-999
Itaporanga;18480-000 a 18489-999
Itapura;15390-000 a 15399-999
Itapui;17230-001 a 17239-999
Itaquaquecetuba;08570-001 a 08599-999
Itarare;18460-001 a 18469-999
Itariri;11760-000 a 11789-999
Itatiba;13250-001 a 13259-999
Itatinga;18690-000 a 18699-999
Itai;18730-001 a 18739-999
Itaoca;18360-000 a 18379-999
Itirapina;13530-000 a 13536-999
Itirapua;14420-000 a 14429-999
Itobi;13715-000 a 13719-999
Itu;13300-001 a 13314-999
Itupeva;13295-001 a 13299-999
Ituverava;14500-000 a 14529-999
Itapolis;14900-000 a 14909-999
Jaborandi;14775-000 a 14779-999
Jaboticabal;14870-001 a 14899-999
Jaboticabal;14870-001 a 14898-999
Jacarei;12300-001 a 12349-999
Jaci;15155-000 a 15159-999
Jacupiranga;11940-000 a 11949-999
Jaguariuna;13910-001 a 13919-999
Jales;15700-001 a 15709-999
Jambeiro;12270-000 a 12279-999
Jandira;06600-001 a 06649-999
Jardinopolis;14680-000 a 14699-999
Jarinu;13240-000 a 13249-999
Jau;17200-001 a 17229-999
Jau;17200-001 a 17220-999
Jeriquara;14450-000 a 14459-999
Joanopolis;12980-000 a 12989-999
Jose Bonifacio;15200-000 a 15209-999
Joao Ramalho;19680-000 a 19699-999
Jumirim;18535-000 a 18539-999
Jundiai;13200-001 a 13219-999
Junqueiropolis;17890-000 a 17899-999
Juquitiba;06950-000 a 06999-999
Juquia;11800-000 a 11849-999
Julio Mesquita;17550-000 a 17559-999
Lagoinha;12130-000 a 12139-999
Laranjal Paulista;18500-000 a 18519-999
Lavrinhas;12760-000 a 12799-999
Lavinia;16850-000 a 16879-999
Leme;13610-001 a 13624-999
Lencois Paulista;18680-001 a 18689-999
Lencois Paulista;18680-001 a 18687-999
Limeira;13480-001 a 13489-999
Lindoia;13950-000 a 13959-999
Lins;16400-001 a 16429-999
Lins;16400-001 a 16419-999
Lorena;12600-001 a 12614-999
Lourdes;15285-000 a 15289-999
Louveira;13290-000 a 13294-999
Lucianopolis;17475-001 a 17479-999
Lucelia;17780-000 a 17789-999
Luiziania;16340-000 a 16349-999
Lupercio;17420-001 a 17429-999
Lutecia;19750-000 a 19769-999
Luis Antonio;14210-000 a 14229-999
Macatuba;17290-001 a 17299-999
Macaubal;15270-000 a 15274-999
Macedonia;15620-000 a 15624-999
Magda;15310-000 a 15312-999
Mairinque;18120-000 a 18124-999
Mairipora;07600-001 a 07699-999
Mairipora;07600-001 a 07669-999
Manduri;18780-000 a 18789-999
Maraba Paulista;19430-000 a 19449-999
Maracai;19840-000 a 19859-999
Marapoama;15845-000 a 15849-999
Marinopolis;15730-000 a 15734-999
Mariapolis;17810-000 a 17829-999
Martinopolis;19500-000 a 19529-999
Marilia;17500-001 a 17539-999
Matao;15990-001 a 15999-999
Maua;09300-001 a 09399-999
Mendonca;15220-000 a 15224-999
Meridiano;15625-000 a 15629-999
Mesopolis;15748-000 a 15749-999
Miguelopolis;14530-000 a 14539-999
Mineiros do Tiete;17320-000 a 17339-999
Mira Estrela;15580-000 a 15599-999
Miracatu;11850-000 a 11899-999
Mirandopolis;16800-000 a 16849-999
Mirante do Paranapanema;19260-000 a 19272-999
Mirassol;15130-001 a 15139-999
Mirassolandia;15145-000 a 15149-999
Mococa;13730-001 a 13759-999
Mococa;13730-001 a 13749-999
Mogi Guacu;13840-001 a 13856-999
Mogi Guacu;13840-001 a 13855-999
Mogi Mirim;13800-001 a 13819-999
Mogi Mirim;13800-001 a 13817-999
Mogi das Cruzes;08700-001 a 08899-999
Mogi das Cruzes;08700-001 a 08889-999
Mombuca;13375-000 a 13379-999
MongAgua;11730-000 a 11739-999
Monte Alegre do Sul;13820-000 a 13824-999
Monte Alto;15910-000 a 15919-999
Monte Aprazivel;15150-000 a 15154-999
Monte Azul Paulista;14730-000 a 14734-999
Monte Castelo;17960-000 a 17969-999
Monte Mor;13190-001 a 13199-999
Monteiro Lobato;12250-000 a 12259-999
Moncoes;15275-000 a 15279-999
Morro Agudo;14640-000 a 14659-999
Morungaba;13260-000 a 13269-999
Motuca;14835-000 a 14839-999
Murutinga do Sul;16950-000 a 16979-999
Nantes;19645-000 a 19679-999
Narandiba;19220-000 a 19229-999
Natividade da Serra;12180-000 a 12199-999
Nazare Paulista;12960-000 a 12969-999
Neves Paulista;15120-000 a 15129-999
Nhandeara;15190-000 a 15199-999
Nipoa;15240-000 a 15249-999
Nova Alianca;15210-000 a 15219-999
Nova Campina;18435-000 a 18439-999
Nova Canaa Paulista;15773-000 a 15774-999
Nova Castilho;15313-000 a 15314-999
Nova Europa;14920-000 a 14929-999
Nova Granada;15440-000 a 15449-999
Nova Guataporanga;17950-000 a 17959-999
Nova Independencia;16940-000 a 16949-999
Nova Luzitania;15340-000 a 15349-999
Nova Odessa;13380-001 a 13389-999
Novais;15885-000 a 15889-999
Novo Horizonte;14960-001 a 14979-999
Novo Horizonte;14960-001 a 14969-999
Nuporanga;14670-000 a 14679-999
Ocaucu;17540-001 a 17549-999
Olimpia;15400-001 a 15409-999
Onda Verde;15450-000 a 15459-999
Oriente;17570-000 a 17579-999
Orindiuva;15480-000 a 15489-999
Orlandia;14620-000 a 14639-999
Osasco;06000-001 a 06299-999
Oscar Bressane;19770-000 a 19779-999
Osvaldo Cruz;17700-000 a 17709-999
Ourinhos;19900-001 a 19919-999
Ouro Verde;17920-000 a 17929-999
Ouroeste;15685-000 a 15689-999
Pacaembu;17860-000 a 17869-999
Palestina;15470-000 a 15479-999
Palmares Paulista;15828-000 a 15829-999
Palmeira D'Oeste;15720-000 a 15729-999
Palmital;19970-001 a 19989-999
Palmital;19970-001 a 19979-999
Panorama;17980-000 a 17989-999
ParAguacu Paulista;19700-001 a 19739-999
ParAguacu Paulista;19700-001 a 19729-999
Paraibuna;12260-000 a 12269-999
Paranapanema;18720-000 a 18729-999
Paranapua;15745-000 a 15747-999
Parapua;17730-000 a 17739-999
Paraiso;15825-000 a 15827-999
Pardinho;18640-000 a 18649-999
Pariquera-Acu;11930-000 a 11939-999
Parisi;15525-000 a 15529-999
Patrocinio Paulista;14415-000 a 14419-999
Pauliceia;17990-000 a 17999-999
Paulistania;17150-001 a 17159-999
Paulistania;17150-001 a 17154-999
Paulo de Faria;15490-000 a 15494-999
Paulinia;13140-001 a 13149-999
Pederneiras;17280-000 a 17289-999
Pedra Bela;12990-000 a 12994-999
Pedranopolis;15630-000 a 15639-999
Pedregulho;14470-000 a 14489-999
Pedreira;13920-000 a 13929-999
Pedrinhas Paulista;19865-000 a 19869-999
Pedro de Toledo;11790-000 a 11799-999
Penapolis;16300-001 a 16309-999
Pereira Barreto;15370-001 a 15379-999
Pereiras;18580-000 a 18589-999
Peruibe;11750-000 a 11759-999
Piacatu;16230-000 a 16239-999
Piedade;18170-000 a 18179-999
Pilar do Sul;18185-000 a 18189-999
Pindamonhangaba;12400-001 a 12449-999
Pindorama;15830-000 a 15839-999
Pinhalzinho;12995-000 a 12999-999
Piquerobi;19410-000 a 19429-999
Piquete;12620-000 a 12629-999
Piracaia;12970-000 a 12979-999
Piracicaba;13400-001 a 13439-999
Piracicaba;13400-001 a 13434-999
Piraju;18800-001 a 18829-999
Pirajui;16600-001 a 16639-999
Pirajui;16600-001 a 16619-999
Pirangi;15820-000 a 15822-999
Pirapora do Bom Jesus;06550-000 a 06599-999
Pirapozinho;19200-000 a 19209-999
Pirassununga;13630-001 a 13649-999
Pirassununga;13630-001 a 13644-999
Piratininga;17490-001 a 17499-999
Pitangueiras;14750-000 a 14764-999
Planalto;15260-000 a 15264-999
Platina;19990-000 a 19999-999
Poloni;15160-000 a 15169-999
Pompeia;17580-000 a 17589-999
Pongai;16660-001 a 16669-999
Pontal;14180-000 a 14199-999
Pontalinda;15718-000 a 15719-999
Pontes Gestal;15560-000 a 15569-999
Populina;15670-000 a 15679-999
Porangaba;18260-000 a 18264-999
Porto Feliz;18540-001 a 18549-999
Porto Feliz;18540-001 a 18549-899
Porto Ferreira;13660-001 a 13669-999
Potim;12525-000 a 12529-999
Potirendaba;15105-000 a 15107-999
Poa;08550-001 a 08569-999
Pracinha;17790-000 a 17799-999
Pradopolis;14850-000 a 14859-999
Praia Grande;11700-001 a 11729-999
Pratania;18660-001 a 18669-999
Presidente Alves;16670-000 a 16679-999
Presidente Bernardes;19300-000 a 19349-999
Presidente Epitacio;19470-000 a 19499-999
Presidente Prudente;19000-001 a 19159-999
Presidente Prudente;19000-001 a 19140-999
Presidente Venceslau;19400-001 a 19409-999
Presidente Venceslau;19400-001 a 19409-899
Promissao;16370-000 a 16399-999
Quadra;18255-000 a 18259-999
Quata;19780-000 a 19799-999
Queiroz;17590-000 a 17599-999
Queluz;12800-000 a 12819-999
Quintana;17670-000 a 17679-999
Rafard;13370-000 a 13374-999
Rancharia;19600-000 a 19639-999
Redencao da Serra;12170-000 a 12179-999
Regente Feijo;19570-000 a 19579-999
Reginopolis;17190-001 a 17199-999
Registro;11900-000 a 11909-999
Restinga;14430-000 a 14439-999
Ribeira;18380-000 a 18384-999
Ribeirao Bonito;13580-000 a 13589-999
Ribeirao Branco;18430-000 a 18434-999
Ribeirao Corrente;14445-000 a 14449-999
Ribeirao Grande;18315-000 a 18319-999
Ribeirao Pires;09400-001 a 09449-999
Ribeirao Preto;14000-001 a 14114-999
Ribeirao Preto;14000-001 a 14109-999
Ribeirao do Sul;19930-000 a 19939-999
Ribeirao dos indios;19380-000 a 19399-999
Rifaina;14490-000 a 14499-999
Rincao;14830-000 a 14834-999
Rinopolis;17740-000 a 17759-999
Rio Claro;13500-001 a 13509-999
Rio Grande da Serra;09450-000 a 09499-999
Rio das Pedras;13390-001 a 13399-999
Riolandia;15495-000 a 15499-999
Riversul;18470-000 a 18474-999
Rosana;19273-000 a 19274-999
Roseira;12580-000 a 12599-999
Rubineia;15790-000 a 15799-999
Rubiacea;16750-000 a 16789-999
Sabino;16440-000 a 16449-999
Sagres;17710-000 a 17719-999
Sales;14980-000 a 14989-999
Sales Oliveira;14660-000 a 14669-999
Salesopolis;08970-000 a 08999-999
Salmourao;17720-000 a 17729-999
Saltinho;13440-001 a 13444-999
Salto;13320-001 a 13329-999
Salto Grande;19920-001 a 19929-999
Salto de Pirapora;18160-000 a 18169-999
Sandovalina;19250-000 a 19259-999
Santa Adelia;15950-000 a 15959-999
Santa Albertina;15750-000 a 15754-999
Santa Branca;12380-000 a 12399-999
Santa Barbara D'Oeste;13450-001 a 13464-999
Santa Clara D'Oeste;15785-000 a 15789-999
Santa Cruz da Conceicao;13625-001 a 13629-999
Santa Cruz da Esperanca;14250-000 a 14259-999
Santa Cruz das Palmeiras;13650-000 a 13659-999
Santa Cruz do Rio Pardo;18900-001 a 18934-999
Santa Cruz do Rio Pardo;18900-001 a 18929-999
Santa Ernestina;15970-000 a 15979-999
Santa Fe do Sul;15775-000 a 15779-999
Santa Gertrudes;13510-001 a 13514-999
Santa Isabel;07500-000 a 07599-999
Santa Lucia;14825-000 a 14829-999
Santa Maria da Serra;17370-001 a 17379-999
Santa Mercedes;17940-000 a 17949-999
Santa Rita D'Oeste;15780-000 a 15784-999
Santa Rita do Passa Quatro;13670-000 a 13689-999
Santa Rosa de Viterbo;14270-000 a 14299-999
Santa Salete;15768-000 a 15769-999
Santana da Ponte Pensa;15765-000 a 15767-999
Santana de Parnaiba;06500-001 a 06549-999
Santo Anastacio;19360-000 a 19379-999
Santo Andre;09000-001 a 09299-999
Santo Antonio da Alegria;14390-000 a 14399-999
Santo Antonio de Posse;13830-001 a 13834-999
Santo Antonio do Aracangua;16130-000 a 16199-999
Santo Antonio do Jardim;13995-000 a 13999-999
Santo Antonio do Pinhal;12450-000 a 12459-999
Santo Expedito;19190-000 a 19199-999
Santos;11000-001 a 11249-999
Santos;11000-001 a 11199-999
Santopolis do Aguapei;16240-000 a 16249-999
Sarapui;18225-000 a 18229-999
Sarutaia;18840-000 a 18859-999
Sebastianopolis do Sul;15180-000 a 15189-999
Serra Azul;14230-000 a 14239-999
Serra Negra;13930-000 a 13939-999
Serrana;14150-000 a 14159-999
Sertaozinho;14160-001 a 14179-999
Sete Barras;11910-000 a 11919-999
Severinia;14735-000 a 14739-999
Silveiras;12690-000 a 12699-999
Socorro;13960-000 a 13969-999
Sorocaba;18000-001 a 18109-999
Sud Mennucci;15360-000 a 15369-999
Sumare;13170-001 a 13182-999
Suzano;08600-001 a 08699-999
Suzanapolis;15380-000 a 15384-999
Sao Bento do Sapucai;12490-000 a 12499-999
Sao Bernardo do Campo;09600-001 a 09899-999
Sao Caetano do Sul;09500-001 a 09599-999
Sao Carlos;13560-001 a 13579-999
Sao Carlos;13560-001 a 13577-999
Sao Francisco;15710-000 a 15712-999
Sao Joaquim da Barra;14600-000 a 14609-999
Sao Jose da Bela Vista;14440-000 a 14444-999
Sao Jose do Barreiro;12830-000 a 12849-999
Sao Jose do Rio Pardo;13720-000 a 13729-999
Sao Jose do Rio Preto;15000-001 a 15104-999
Sao Jose dos Campos;12200-001 a 12249-999
Sao Joao da Boa Vista;13870-001 a 13879-999
Sao Joao das Duas Pontes;15640-000 a 15649-999
Sao Joao de Iracema;15315-000 a 15319-999
Sao Joao do Pau d'Alho;17970-000 a 17979-999
Sao Lourenco da Serra;06890-000 a 06899-999
Sao Luiz do Paraitinga;12140-000 a 12169-999
Sao Manuel;18650-001 a 18659-999
Sao Manuel;18650-001 a 18659-899
Sao Miguel Arcanjo;18230-000 a 18239-999
Sao Paulo;01000-001 a 05999-999
Sao Paulo;08000-000 a 08499-999
Sao Pedro;13520-000 a 13524-999
Sao Pedro do Turvo;18940-001 a 18949-999
Sao Pedro do Turvo;18940-001 a 18944-999
Sao Roque;18130-001 a 18146-999
Sao Sebastiao;11600-001 a 11629-999
Sao Sebastiao da Grama;13790-000 a 13799-999
Sao Simao;14200-000 a 14209-999
Sao Vicente;11300-001 a 11399-999
Tabapua;15880-000 a 15884-999
Tabatinga;14910-000 a 14919-999
Taboao da Serra;06750-001 a 06799-999
Taciba;19590-000 a 19599-999
TAguai;18890-000 a 18899-999
Taiacu;14725-000 a 14729-999
Taiuva;14720-000 a 14724-999
Tambau;13710-000 a 13714-999
Tanabi;15170-000 a 15179-999
Tapiratiba;13760-000 a 13769-999
Tapirai;18180-000 a 18184-999
Taquaral;14765-000 a 14769-999
Taquaritinga;15900-001 a 15909-999
Taquarituba;18740-000 a 18744-999
Taquarivai;18425-000 a 18429-999
Tarabai;19210-000 a 19219-999
Taruma;19820-000 a 19829-999
Tatui;18270-001 a 18284-999
Tatui;18270-001 a 18282-999
Taubate;12000-001 a 12119-999
Tejupa;18830-001 a 18839-999
Teodoro Sampaio;19280-000 a 19299-999
Terra Roxa;14745-000 a 14749-999
Tiete;18530-000 a 18534-999
Timburi;18860-000 a 18869-999
Torre de Pedra;18265-000 a 18269-999
Torrinha;17360-000 a 17369-999
Trabiju;14935-000 a 14939-999
Tremembe;12120-001 a 12129-999
Tres Fronteiras;15770-000 a 15772-999
Tuiuti;12930-000 a 12934-999
Tupi Paulista;17930-000 a 17939-999
Tupa;17600-001 a 17629-999
Tupa;17600-001 a 17626-999
Turiuba;15280-000 a 15284-999
Turmalina;15755-000 a 15759-999
Ubarana;15225-000 a 15229-999
Ubatuba;11680-001 a 11699-999
Ubirajara;17440-001 a 17449-999
Uchoa;15890-000 a 15894-999
Uniao Paulista;15250-000 a 15259-999
Uru;16650-001 a 16659-999
Urupes;15850-000 a 15859-999
Urania;15760-000 a 15762-999
Valentim Gentil;15520-000 a 15524-999
Valinhos;13270-001 a 13279-999
Valparaiso;16880-000 a 16899-999
Vargem;12935-000 a 12939-999
Vargem Grande Paulista;06730-000 a 06749-999
Vargem Grande do Sul;13880-000 a 13889-999
Vera Cruz;17560-001 a 17569-999
Vinhedo;13280-001 a 13289-999
Viradouro;14740-000 a 14744-999
Vista Alegre do Alto;15920-000 a 15929-999
Vitoria Brasil;15713-000 a 15714-999
Votorantim;18110-001 a 18119-999
Votuporanga;15500-001 a 15519-999
Votuporanga;15500-001 a 15515-999
Varzea Paulista;13220-001 a 13229-999
Zacarias;15265-000 a 15269-999
Aguas da Prata;13890-000 a 13899-999
Aguas de Lindoia;13940-000 a 13949-999
Aguas de Santa Barbara;18770-000 a 18774-999
Aguas de Sao Pedro;13525-001 a 13529-999
Aguas de Sao Pedro;13528-001 a 13529-999
alvares Florence;15540-000 a 15549-999
alvares Machado;19160-000 a 19179-999
alvaro de Carvalho;17410-001 a 17419-999
oleo;18790-001 a 18799-999
Abreulandia;77693-000 a 77694-999
Aguiarnopolis;77908-000 a 77909-999
Alianca do Tocantins;77455-000 a 77457-999
Almas;77310-000 a 77314-999
Alvorada;77480-000 a 77482-999
Ananas;77890-000 a 77892-999
Angico;77905-000 a 77907-999
Aparecida do Rio Negro;77620-000 a 77629-999
Aragominas;77845-000 a 77847-999
ArAguacema;77690-000 a 77692-999
ArAguana;77855-000 a 77859-999
ArAguatins;77950-000 a 77957-999
ArAguacu;77475-000 a 77477-999
ArAguaina;77800-001 a 77839-999
ArAguaina;77800-001 a 77834-999
Arapoema;77780-000 a 77782-999
Arraias;77330-000 a 77349-999
Augustinopolis;77960-000 a 77969-999
Aurora do Tocantins;77325-000 a 77327-999
Axixa do Tocantins;77930-000 a 77939-999
Babaculandia;77870-000 a 77879-999
Bandeirantes do Tocantins;77783-000 a 77784-999
Barra do Ouro;77765-000 a 77769-999
Barrolandia;77665-000 a 77669-999
Bernardo Sayao;77755-000 a 77759-999
Bom Jesus do Tocantins;77714-000 a 77715-999
Brasilandia do Tocantins;77735-000 a 77739-999
Brejinho de Nazare;77560-000 a 77564-999
Buriti do Tocantins;77995-000 a 77999-999
Cachoeirinha;77915-000 a 77917-999
Campos Lindos;77777-000 a 77779-999
Cariri do Tocantins;77453-000 a 77454-999
Carmolandia;77840-000 a 77844-999
Carrasco Bonito;77985-000 a 77989-999
Caseara;77680-000 a 77684-999
Centenario;77723-000 a 77724-999
Chapada da Natividade;77378-000 a 77379-999
Chapada de Areia;77575-000 a 77579-999
Colinas do Tocantins;77760-000 a 77764-999
Colmeia;77725-000 a 77729-999
Combinado;77350-000 a 77352-999
Conceicao do Tocantins;77305-000 a 77307-999
Couto de Magalhaes;77750-000 a 77752-999
Cristalandia;77490-000 a 77492-999
Crixas do Tocantins;77463-000 a 77464-999
Darcinopolis;77910-000 a 77912-999
Dianopolis;77300-000 a 77302-999
Divinopolis do Tocantins;77670-000 a 77672-999
Dois Irmaos do Tocantins;77685-000 a 77689-999
Duere;77485-000 a 77489-999
Esperantina;77993-000 a 77994-999
Figueiropolis;77465-000 a 77469-999
Filadelfia;77795-000 a 77797-999
Formoso do ArAguaia;77470-000 a 77474-999
Fatima;77555-000 a 77557-999
Goianorte;77695-000 a 77699-999
Goiatins;77770-000 a 77776-999
Guarai;77700-000 a 77703-999
Gurupi;77400-001 a 77449-999
Gurupi;77400-001 a 77448-999
Ipueiras;77553-000 a 77554-999
Itacaja;77720-000 a 77722-999
ItAguatins;77920-000 a 77924-999
Itapiratins;77718-000 a 77719-999
Itapora do Tocantins;77740-000 a 77742-999
Jau do Tocantins;77450-000 a 77452-999
Juarina;77753-000 a 77754-999
Lagoa da Confusao;77493-000 a 77494-999
Lagoa do Tocantins;77613-000 a 77614-999
Lajeado;77645-000 a 77649-999
Lavandeira;77328-000 a 77329-999
Lizarda;77630-000 a 77634-999
Luzinopolis;77903-000 a 77904-999
Marianopolis do Tocantins;77675-000 a 77679-999
Mateiros;77593-000 a 77599-999
Maurilandia do Tocantins;77918-000 a 77919-999
Miracema do Tocantins;77650-000 a 77654-999
Miranorte;77660-000 a 77664-999
Monte Santo do Tocantins;77673-000 a 77674-999
Monte do Carmo;77585-000 a 77589-999
Muricilandia;77850-000 a 77854-999
Natividade;77370-000 a 77374-999
Nazare;77895-000 a 77899-999
Nova Olinda;77790-000 a 77794-999
Nova Rosalandia;77495-000 a 77499-999
Novo Acordo;77610-000 a 77612-999
Novo Alegre;77353-000 a 77359-999
